type|title|director|cast|country|date_added|release_year|rating|duration|listed_in
Movie|The Time Traveler's Wife|Robert Schwentke|Rachel McAdams, Eric Bana, Arliss Howard, Ron Livingston, Stephen Tobolowsky, Michelle Nolden, Jane McLean, Hailey McCann, Tatum McCann, Brooklynn Proulx, Alex Ferris|United States|1/10/2019|2009|PG-13|107 min|Dramas, Romantic Movies, Sci-Fi & Fantasy
Movie|Trainspotting|Danny Boyle|Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd, Robert Carlyle, Kelly Macdonald, Peter Mullan, James Cosmo, Eileen Nicholas, Susan Vidler, Pauline Lynch, Shirley Henderson|United Kingdom|1/10/2019|1996|R|94 min|Comedies, Cult Movies, Dramas
Movie|Troy|Wolfgang Petersen|Brad Pitt, Eric Bana, Orlando Bloom, Diane Kruger, Peter O'Toole, Rose Byrne, Sean Bean, Brian Cox, Julie Christie, Saffron Burrows|United States, Malta, United Kingdom|1/10/2019|2004|R|163 min|Action & Adventure, Dramas
TV Show|Tunnel||Choi Jin-hyuk, Yoon Hyun-min, Lee Yoo-young, Cho Hee-bong, Kim Byoung-cheol, Kang Ki-young, Kim Min-sang, Mun Suk, Lee Yong-nyeo|South Korea|1/10/2019|2017|TV-MA|1 Season|Crime TV Shows, International TV Shows, Korean TV Shows
Movie|Unaccompanied Minors|Paul Feig|Lewis Black, Wilmer Valderrama, Tyler James Williams, Gia Mantegna, Dyllan Christopher, Brett Kelly, Quinn Shephard, Paget Brewster, Rob Corddry, Dominique Saldaña|United States|1/10/2019|2006|PG|90 min|Children & Family Movies, Comedies
Movie|Walking Out|Alex Smith, Andrew J. Smith|Matt Bomer, Josh Wiggins, Bill Pullman, Alex Neustaedter, Lily Gladstone|United States|1/10/2019|2017|PG-13|96 min|Dramas, Independent Movies, Thrillers
Movie|Weather forecast|Antoni Krauze|Halina Buyno-Łoza, Zofia Cegiełkowa, Barbara Chojecka, Eugenia Horecka, Zygmunt Zintel, Henryka Janikowska, Lena Wilczyńska, Jerzy Block|Poland|1/10/2019|1983|TV-MA|91 min|Dramas, International Movies
Movie|Westerplatte Resists|Stanisław Różewicz|Zygmunt Hübner, Arkadiusz Bazak, Tadeusz Schmidt, Józef Nowak, Tadeusz Pluciński, Bogusz Bilewski|Poland|1/10/2019|1967|TV-MA|93 min|Classic Movies, Dramas, International Movies
Movie|25 Kille|Simranjit Singh Hundal|Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi|India|1/10/2018|2016|TV-PG|140 min|Action & Adventure, Dramas, International Movies
Movie|A Witches' Ball|Justin G. Dyck|Morgan Neundorf, Karen Slater, Loukia Ioannou, Will Ennis, Renee Stein, Keith Cooper, Paul Mason, Lisa Scenna, Ashley Rogan|Canada|1/10/2018|2017|PG|91 min|Children & Family Movies
Movie|Agyaat|Ram Gopal Varma|Adesh Bhardwaj, Rasika Dugal, Joy Fernandes, Ravi Kale, Ishtiyak Khan, Priyanka Kothari, Kali Prasad Mukherjee, Nitin Reddy, Gautam Rode, Howard Rosemeyer|India|1/10/2018|2009|TV-MA|97 min|Horror Movies, International Movies
Movie|Anjaan|N. Linguswamy|Suriya, Samantha Ruth Prabhu, Vidyut Jammwal, Manoj Bajpayee, Soori|India|1/10/2018|2014|TV-MA|146 min|Action & Adventure, Dramas, International Movies
Movie|Bathinda Express|Deep Joshi|Deep Joshi, Jasmine Kaur, Mohit Bhaskar, Vijay S. Kumar, Prince Kanwaljit Singh, Tarlochan Singh, Harsh Sethi|India|1/10/2018|2016|TV-14|118 min|Dramas, International Movies, Sports Movies
Movie|Brooklyn's Finest|Antoine Fuqua|Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes, Will Patton, Lili Taylor, Michael Kenneth Williams, Brían F. O'Byrne, Shannon Kane, Ellen Barkin, Vincent D'Onofrio, Logan Marshall-Green|United States|1/10/2018|2009|R|133 min|Dramas, Thrillers
Movie|Chappaquiddick|John Curran|Jason Clarke, Kate Mara, Ed Helms, Bruce Dern, Jim Gaffigan, Olivia Thirlby, Clancy Brown, Taylor Nichols, John Fiore|United States, Sweden|1/10/2018|2017|PG-13|106 min|Dramas
TV Show|Civilizations|||United Kingdom|1/10/2018|2018|TV-14|1 Season|British TV Shows, Docuseries
Movie|Delhi 6|Rakeysh Omprakash Mehra|Abhishek Bachchan, Sonam Kapoor, Waheeda Rehman, Om Puri, Prem Chopra, Atul Kulkarni, Pavan Malhotra, Divya Dutta, Deepak Dobriyal, Sheeba Chaddha|India|1/10/2018|2009|TV-14|128 min|Dramas, International Movies
Movie|Dev.D|Anurag Kashyap|Abhay Deol, Mahie Gill, Kalki Koechlin, Sindbad Phgura, Ammo 'Too Sweet', Jimi the Quiff, Parakh Madan|India|1/10/2018|2009|TV-MA|137 min|Dramas, International Movies, Romantic Movies
Movie|Dil Vil Pyaar Vyaar|Manjeet Maan|Gurdas Maan, Neeru Bajwa, Jassi Gill, Rajiv Thakur, Khushdeed Maan, Manav Vij, Raj Jhinger, Shruti Sodhi, Meher Vij|India|1/10/2018|2014|TV-PG|145 min|International Movies, Music & Musicals, Romantic Movies
Movie|Dushman|Shagufta Rafique|Kartar Cheema, Jashan Singh, Sakshi Gulati, Gulshan Grover, Savita Bhatti, Yashpal Sharma, Mohit Sharma, Sukhwinder Sohi||1/10/2018|2017|TV-14|141 min|Dramas, International Movies
TV Show|Earth's Natural Wonders: Life at the Extremes||Corey Johnson||1/10/2018|2018|TV-14|1 Season|British TV Shows, Docuseries, Science & Nature TV
Movie|Ek Main Aur Ekk Tu|Shakun Batra|Kareena Kapoor, Imran Khan, Boman Irani, Ram Kapoor, Ratna Pathak Shah, Zenobia Shroff, Soniya Mehra, Akshat Verma, Dana Lewis, Rajesh Khattar|India|1/10/2018|2012|TV-14|106 min|Comedies, International Movies, Romantic Movies
Movie|Fishtail|Andrew Renzi|Harry Dean Stanton|United States|1/10/2018|2015|NR|61 min|Documentaries
Movie|Freedom at Midnight|Tinu Pappachan|Antony Varghese, Vinayakan, Chemban Vinod Jose, Tito Wilson, Sinoj Varghese, Aswathy Manoharan||1/10/2018|2018|TV-MA|135 min|Dramas, International Movies, Thrillers
Movie|Haani|Amitoj Mann|Sarabjit Cheema, Mahreen Kaleka, Harbhajan Mann, Anuj Sachdeva, Rupan Bal, Sonia Mann|India|1/10/2018|2013|TV-14|137 min|Dramas, International Movies, Music & Musicals
Movie|Happy Go Lucky|Amarpreet G S Chabbra|Amrinder Gill, Harish Verma, Sumeet Sandhu, Gurpreet Guggi, B.N. Sharma, Praneet Bhatt, Kuldeep Sharma|India|1/10/2018|2014|TV-14|129 min|Comedies, International Movies, Music & Musicals
Movie|Harishchandrachi Factory|Paresh Mokashi|Nandu Madhav, Vibhawari Deshpande, Ambarish Deshpande, Mohit Gokhale, Dilip Joglekar, Dheeresh Joshi, Ketan Karande, Atharva Karve, Mayur Khandge, Sandip Pathak|India|1/10/2018|2009|TV-PG|99 min|Dramas, International Movies
TV Show|Hot Date||Emily Axford, Brian Murphy|United States|1/10/2018|2018|TV-MA|1 Season|Romantic TV Shows, TV Comedies
Movie|Jagga Jasoos|Anurag Basu|Ranbir Kapoor, Katrina Kaif, Saurabh Shukla, Saswata Chatterjee, Rajatabha Dutta, Saravajeet Tiwari|India|1/10/2018|2017|TV-14|155 min|Action & Adventure, Comedies, International Movies
Movie|Jatt James Bond|Rohit Jugraj|Gippy Grewal, Gurpreet Guggi, Zarine Khan|India|1/10/2018|2014|TV-14|142 min|Comedies, Dramas, International Movies
Movie|Jodhaa Akbar|Ashutosh Gowariker|Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha, Suhasini Mulay, Ila Arun, Raza Murad, Kulbhushan Kharbanda, Abeer Abrar|India|1/10/2018|2008|TV-14|214 min|Action & Adventure, Dramas, International Movies
Movie|Judge Singh LLB|Atharv Baluja|Ravinder Grewal, B.N. Sharma, Sardar Sohi, Chandan Prabhakar, Anita Devgan, Harpal Singh, Hardeep Gill, Surbhi Mahendru|India|1/10/2018|2015|TV-14|137 min|Comedies, Dramas, International Movies
Movie|Kaminey|Vishal Bhardwaj|Shahid Kapoor, Priyanka Chopra, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Hrishikesh Joshi, Amole Gupte, Patricia Bull, Carlos Paca, Eric Santos|India|1/10/2018|2009|TV-MA|128 min|Dramas, International Movies, Music & Musicals
Movie|Kevin Hart: Laugh at My Pain|Leslie Small, Tim Story|Kevin Hart|United States|1/10/2018|2011|R|89 min|Stand-Up Comedy
Movie|Kevin Hart: Seriously Funny|Shannon Hartman|Kevin Hart|United States|1/10/2018|2010|TV-MA|67 min|Stand-Up Comedy
Movie|Khido Khundi|Rohit Jugraj|Ranjit Bawa, Mandy Takhar, Manav Vij, Elnaaz Norouzi, Mahavir Bhullar, Guggu Gill, Seema Kaushal, Sukhbir Singh|India|1/10/2018|2018|TV-14|151 min|Dramas, International Movies, Sports Movies
Movie|Khoobsurat|Shashanka Ghosh|Sonam Kapoor, Fawad Khan, Kiron Kher, Ratna Pathak Shah, Amir Raza Hussain, Ashok Banthia, Kaizaad Kotwal, Rishabh Chaddha|India|1/10/2018|2014|TV-14|121 min|Comedies, International Movies, Romantic Movies
TV Show|Kingdoms of the Sky|Steve Greenwood|||1/10/2018|2018|TV-PG|1 Season|British TV Shows, Docuseries, Science & Nature TV
Movie|Kisaan|Puneet Sira|Jackie Shroff, Arbaaz Khan, Sohail Khan, Diya Mirza, Nauheed Cyrusi, Sharat Saxena, Dalip Tahil, Vishwajeet Pradhan, Sarfaraz Khan|India|1/10/2018|2009|TV-14|101 min|Action & Adventure, Dramas, International Movies
Movie|Kismat Konnection|Aziz Mirza|Shahid Kapoor, Vidya Balan, Juhi Chawla, Om Puri, Vishal Malhotra, Karanvir Bohra, Amit Varma|India|1/10/2018|2008|TV-PG|145 min|Comedies, International Movies, Music & Musicals
Movie|Kurbaan|Renzil D'Silva|Kareena Kapoor, Saif Ali Khan, Om Puri, Diya Mirza, Vivek Oberoi, Kulbhushan Kharbanda, Kiron Kher, Rupinder Nagra, Nauheed Cyrusi|India|1/10/2018|2009|TV-MA|147 min|International Movies, Thrillers
Movie|Lock|Smeep Kang|Gippy Grewal, Gurpreet Guggi, Smeep Kang, Geeta Basra, Karamjit Anmol, Harpal Singh, Vikram Grover, Priyanka Sharma|India|1/10/2018|2016|TV-14|90 min|Dramas, International Movies
Movie|Luv Shuv Tey Chicken Khurana|Sameer Sharma|Kunal Kapoor, Huma Qureshi, Rajesh Sharma, Vipin Sharma, Dolly Ahluwalia, Vinod Nagpal, Rahul Bagga, Rajendra Sethi, Munish Makhija, Herry Tangri|India|1/10/2018|2012|TV-14|129 min|Comedies, International Movies
Movie|Main, Meri Patni Aur Woh|Chandan Arora|Rajpal Yadav, Rituparna Sengupta, Kay Kay Menon, Varun Bandola, Vinod Nagpal, Naseeruddin Shah|India|1/10/2018|2005|TV-14|129 min|Comedies, International Movies, Romantic Movies
Movie|Manje Bistre|Baljit Singh Deo|Gippy Grewal, Sonam Bajwa, Karamjit Anmol, Jaggi Singh, B.N. Sharma, Hobby Dhaliwal, Rana Ranbir, Sardar Sohi, Anita Devgan, Harby Sangha|India|1/10/2018|2017|TV-PG|136 min|Comedies, Dramas, International Movies
Movie|Motor Mitraan Di|Amitoj Mann|Gurpreet Guggi, Happy Raikoti, Vikram Singh, Sonia Mann, Yograj Singh, Sardar Sohi, Harsharan Singh, Anita Meet, Prakash Gadhu, Gurmeet Sajan|India|1/10/2018|2016|TV-14|117 min|Comedies, International Movies
Movie|Mountain|Jennifer Peedom||Australia|1/10/2018|2017|PG|74 min|Action & Adventure, Documentaries, International Movies
Movie|Mugamoodi|Mysskin|Jiiva, Pooja Hegde, Narain, Nasser, Girish Karnad, Anupama Kumar, Selvaah|India|1/10/2018|2012|TV-14|150 min|Action & Adventure, International Movies
Movie|Muran|Rajan Madhav|Prasanna, Cheran, Haripriya, Nikhita, Suma Bhattacharya, Jayaprakash|India|1/10/2018|2011|TV-14|134 min|Action & Adventure, International Movies
Movie|My Friend Pinto|Raaghav Dar|Prateik, Kalki Koechlin, Arjun Mathur, Shruti Seth, Makrand Deshpande, Divya Dutta, Rajendranath Zutshi, Amin Hajee, Karim Hajee, Shakeel Khan|India|1/10/2018|2011|TV-PG|100 min|Comedies, International Movies, Sci-Fi & Fantasy
Movie|My Little Pony Equestria Girls: Forgotten Friendship|Ishi Rudell|Ashleigh Ball, Andrea Libman, Rebecca Shoichet, Tabitha St. Germain, Tara Strong, Nicole Oliver|United States|1/10/2018|2018|TV-Y7|44 min|Children & Family Movies
Movie|My Little Pony Equestria Girls: Rollercoaster of Friendship|Ishi Rudell|Ashleigh Ball, Andrea Libman, Rebecca Shoichet, Tabitha St. Germain, Tara Strong, Tegan Moss|United States, Canada|1/10/2018|2018|TV-Y7|44 min|Children & Family Movies
Movie|My Suicide|David Lee Miller|Gabriel Sunday, David Carradine, Mariel Hemingway, Brooke Nevin, Nora Dunn, Michael Welch, Zachary Ray Sherman, Vanessa Lengies, Tony Hale, Joe Mantegna|United States|1/10/2018|2009|NR|111 min|Comedies, Dramas, Independent Movies
Movie|Naan Sigappu Manithan|Thiru|Vishal, Lakshmi Menon, Saranya Ponvannan, Jayaprakash, Sunder Ramu, Jagan, Iniya, Chetan Cheenu|India|1/10/2018|2014|TV-MA|147 min|Action & Adventure, Dramas, International Movies
Movie|Nasha|Amit Saxena|Shivam Patil, Poonam Pandey, Sheetal Singh, Vishal Bhosle, Rohan Khurana, Ranbir Chakma, Raj Kesaria, Chirag Lobo|India|1/10/2018|2013|TV-MA|115 min|Dramas, International Movies, Romantic Movies
TV Show|Nature: Animals With Cameras||Gordon Buchanan|United Kingdom, United States|1/10/2018|2018|TV-PG|1 Season|Docuseries, Science & Nature TV
Movie|Naughty Jatts|Pankaj Batra|Neeru Bajwa, Binnu Dhillon, Arya Babbar, Roshan Prince, B.N. Sharma, Karamjit Anmol, Harby Sangha|India|1/10/2018|2013|TV-PG|121 min|Comedies, International Movies, Music & Musicals
Movie|Needhi Singh|Jaivi Dhanda|Kulraj Randhawa, Nirmal Rishi, Ashish Duggal, Aman Sutdhar, Dally Daljit, Seema Kaushal, Shubh Ghumman, Karan Tiwana|India|1/10/2018|2016|TV-MA|103 min|Action & Adventure, Dramas, International Movies
Movie|Peace Haven|Suman Ghosh|Soumitra Chatterjee, Paran Banerjee, Arun Mukherjee, Sujan Mukherjee|India, United States|1/10/2018|2016|TV-14|73 min|Comedies, Dramas, Independent Movies
Movie|Phantom|Kabir Khan|Saif Ali Khan, Katrina Kaif, Sabyasachi Chakraborty, Mohammed Zeeshan Ayyub, Sohaila Kapoor, Denzil Smith|India|1/10/2018|2015|TV-14|129 min|Action & Adventure, International Movies
Movie|Pizza|Akshay Akkineni|Akshay Oberoi, Parvathy Omanakuttan, Arunoday Singh, Dipannita Sharma, Rajesh Sharma, Omkar Das Manikpuri, Hussain Dalal, D. Santosh|India|1/10/2018|2014|TV-14|102 min|Horror Movies, International Movies, Thrillers
Movie|Pooja Kiven Aa|Nidhi Sharma|Miss Pooja, Tarun Khanna, Raj Singh Jhinger, Sahil Vedoliyaa, B.N. Sharma, Manoj Joshi, Anita Shabdeesh, Sardar Sohi|India|1/10/2018|2013|TV-PG|122 min|Comedies, International Movies, Music & Musicals
Movie|Race|Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla|Saif Ali Khan, Akshaye Khanna, Katrina Kaif, Bipasha Basu, Anil Kapoor, Sameera Reddy|India|1/10/2018|2008|TV-14|155 min|Action & Adventure, International Movies, Music & Musicals
Movie|Race 2|Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla|Anil Kapoor, Saif Ali Khan, John Abraham, Deepika Padukone, Jacqueline Fernandez, Ameesha Patel, Rajesh Khattar, Chunky Pandey|India|1/10/2018|2013|TV-14|139 min|Action & Adventure, International Movies, Music & Musicals
Movie|Saadey CM Saab|Vipin Parashar|Harbhajan Mann, Kashish Singh, Gurpreet Guggi, Rahul Singh, Dev Gill, Inder Bajwa|India|1/10/2018|2015|TV-14|131 min|Comedies, Dramas, International Movies
Movie|Sat Shri Akaal England|Vikram Pradhan|Ammy Virk, Monica Gill, Karamjit Anmol, Sardar Sohi, Jarnail Singh, Satwant Kaur, Harby Sangha, Baljinder Darapuri|India|1/10/2018|2017|TV-14|127 min|Comedies, Dramas, International Movies
TV Show|Strong||Gabrielle Reece|United States|1/10/2018|2016|TV-PG|1 Season|Reality TV
Movie|Thaandavam|Vijay|Vikram, Jagapathi Babu, Anushka Shetty, Amy Jackson, Lakshmi Rai, Santhanam, Nasser, Saranya Ponvannan|India|1/10/2018|2012|TV-14|156 min|Action & Adventure, International Movies, Music & Musicals
Movie|The Birth Reborn|Eduardo Chauvet|||1/10/2018|2018|TV-MA|91 min|Documentaries, International Movies
Movie|Theeya Velai Seyyanum Kumaru|Sundar C.|Siddarth, Santhanam, Hansika Motwani, Ganesh Venkatraman, RJ Balaji, Bosskey, Manobala, Chitra Lakshmanan|India|1/10/2018|2013|TV-PG|132 min|Comedies, International Movies, Music & Musicals
TV Show|Three Wives One Husband|||United Kingdom|1/10/2018|2018|TV-PG|1 Season|British TV Shows, International TV Shows, Reality TV
Movie|Tiger|Sartaj Singh Pannu|Sippy Gill, Ihana Dhillon, Yograj Singh, Yashpal Sharma, Deedar GIll, Rahul Jugraj, Virender Nath Lubana, Aneeta|India|1/10/2018|2016|TV-MA|130 min|Action & Adventure, Dramas, International Movies
Movie|Udaan|Vikramaditya Motwane|Rajat Barmecha, Ronit Roy, Ram Kapoor, Aayan Boradia, Manjot Singh, Anand Tiwari, Raja Hudda, Shaunak Sengupta, Varun Khettry, Akshay Sachdev|India|1/10/2018|2010|TV-MA|137 min|Dramas, Independent Movies, International Movies
Movie|V for Vendetta|James McTeigue|Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry, John Hurt, Tim Pigott-Smith, Rupert Graves, Roger Allam, Ben Miles, Sinéad Cusack, Natasha Wightman|United States, United Kingdom, Germany|1/10/2018|2005|R|132 min|Action & Adventure, Dramas, Sci-Fi & Fantasy
Movie|Vettai|N. Linguswamy|Arya, Madhavan, Sameera Reddy, Amala Paul, Nasser, Ashutosh Rana, Sreejith Ravi, Muthukumar|India|1/10/2018|2012|TV-MA|156 min|Action & Adventure, International Movies, Music & Musicals
Movie|Wake Up Sid|Ayaan Mukherji|Ranbir Kapoor, Konkona Sen Sharma, Shruti Bapna, Krutika Bolaki, Namit Das, Munir Kabani, Mohsin Ali Khan, Anupam Kher, Rahul Khanna, Kainaz Motivala|India|1/10/2018|2009|TV-14|132 min|Comedies, International Movies, Romantic Movies
Movie|We Are Family|Sidharth Malhotra|Kajol, Kareena Kapoor, Arjun Rampal, Nominath Ginsberg, Iravati Harshe, Aachal Munjal, Diya Sonecha|India, Australia|1/10/2018|2010|TV-PG|119 min|Dramas, International Movies
Movie|What the Jatt!!|Saket Behl|Harish Verma, Isha Rikhi, Vipul Roy, Binnu Dhillon, Poonam Rajput, B.N. Sharma, Satti Sembi|India|1/10/2018|2015|TV-14|140 min|Comedies, International Movies, Romantic Movies
Movie|Zack and Miri Make a Porno|Kevin Smith|Seth Rogen, Elizabeth Banks, Craig Robinson, Jason Mewes, Jeff Anderson, Traci Lords, Katie Morgan, Ricky Mabe, Justin Long, Brandon Routh, Tyler Labine, Tom Savini, Tisha Campbell-Martin, Jennifer Schwalbach, Gerry Bednob|United States|1/10/2018|2008|R|101 min|Comedies, Independent Movies, Romantic Movies
Movie|Zindagi Kitni Haseen Hay|Anjum Shahzad|Feroze Khan, Sajal Ali, Jibrayl Ahmed Rajput, Alyy Khan, Shafqat Cheema, Nayyar Ejaz, Rashid Farooqi|Pakistan|1/10/2018|2016|TV-14|126 min|Dramas, International Movies, Romantic Movies
Movie|26 Years|Geun-hyun Cho|Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min|South Korea|1/10/2017|2012|TV-MA|135 min|Dramas, International Movies, Thrillers
Movie|April and the Extraordinary World|Christian Desmares, Franck Ekinci|Angela Galuppo, Paul Giamatti, Susan Sarandon, Tony Hale, J.K. Simmons, Tony Robinow, Mark Camacho, Tod Fennell, Carlos Alazraqui, Kari Wahlgren|France, Canada, Belgium|1/10/2017|2015|PG|107 min|Action & Adventure, Comedies, International Movies
Movie|Barbie & Her Sisters in a Pony Tale|Kyran Kelly|Kelly Sheridan, Kazumi Evans, Claire Corlett, Ashlyn Drummond, Alex Kelly, Tabitha St. Germain, Shannon Chan-Kent|United States|1/10/2017|2013|TV-Y|74 min|Children & Family Movies
Movie|Barbie in A Mermaid Tale|Adam Wood|Kelly Sheridan, Kathleen Barr, Tabitha St. Germain, Peter Mel, Nakia Burrise, Maryke Hendrikse, Emma Pierson, Ciara Janson, Garry Chalk, Nicole Oliver|United States|1/10/2017|2010|TV-Y|74 min|Children & Family Movies
Movie|Barbie in Princess Power|Zeke Norton|Kelly Sheridan, Britt Irvin, Michael Kopsa, Rebecca Husain, Kira Tozer|United States|1/10/2017|2015|TV-Y|74 min|Children & Family Movies
Movie|Barbie in Rock 'N Royals|Karen J. Lloyd|Kelly Sheridan, Chiara Zanni, Bethany Brown, Devyn Dalton, Michael Dobson, Brynna Drummond, Rachel Harrison, Alessandro Juliani, Peter Kelamis, Omari Newton, Ingrid Nilson, Nicole Oliver, Shaun Smyth, Kira Tozer|United States|1/10/2017|2015|TV-Y|83 min|Children & Family Movies
Movie|Barbie Star Light Adventure|Andrew Tan, Michael Goguen|Erica Lindbeck, Robbie Daymond, Kimberly Woods, Sarah Anne Williams, Michael Chandler, Dwight Schultz, Ben Bledsoe, Jonathan Lipow, Lucien Dodge, Laura Post|United States|1/10/2017|2016|TV-Y|79 min|Children & Family Movies
Movie|Barbie: A Fairy Secret|William Lau|Diana Kaarina, Adrian Petriw, Britt Irvin, Cassandra Morris, Kate Higgins, Silvio Pollio, Brittney Wilson, Alexandra Carter, Nicole Oliver, Barbara Tyson|United States|1/10/2017|2010|TV-Y7|72 min|Children & Family Movies
Movie|Barbie: Princess Charm School|Ezekiel Norton|Diana Kaarina, Morwenna Banks, Nicole Oliver, Brittney Wilson, Ali Liebert, Shannon Chan-Kent, Madeleine Peters, Cathy Weseluck, Ellen Kennedy, Vincent Tong, Derek Waters, Brian Drummond, Tabitha St. Germain, Bethany Brown, Miranda Nolte, Kelly Metzger, Kazumi Evans, Anna Cummer|United States, Canada|1/10/2017|2011|TV-Y|80 min|Children & Family Movies
Movie|Barbie: Spy Squad|Conrad Helten|Erica Lindbeck, Stephanie Sheh, Jenny Pellicer, Alyssya Swales, Elizabeth Irving, Brian Dobson, Rebecca Husain, Cathy Weseluck|United States, Canada|1/10/2017|2016|TV-Y|75 min|Children & Family Movies
Movie|Barbie: The Princess & the Popstar|Ezekiel Norton|Kelly Sheridan, Jennifer Waris, Ashleigh Ball, Tiffany Kathryn, Ellie King, Peter Kelamis, Jonathan Holmes, Allison Warnyca, Christopher Gaze, Lauren Lavoie|United States|1/10/2017|2012|TV-Y|75 min|Children & Family Movies
